Index,Date,Closing Price
NASDAQ 100,2020-02-19,"9,718.73"
NASDAQ 100,2020-02-20,"9,627.83"
NASDAQ 100,2020-02-21,"9,446.69"
NASDAQ 100,2020-02-24,"9,079.63"
NASDAQ 100,2020-02-25,"8,834.87"
NASDAQ 100,2020-02-26,"8,873.76"
NASDAQ 100,2020-02-27,"8,436.67"
NASDAQ 100,2020-02-28,"8,461.83"
NASDAQ 100,2020-03-02,"8,877.98"
NASDAQ 100,2020-03-03,"8,594.49"
NASDAQ 100,2020-03-04,"8,949.28"
NASDAQ 100,2020-03-05,"8,671.66"
NASDAQ 100,2020-03-06,"8,530.34"
NASDAQ 100,2020-03-09,"7,948.03"
NASDAQ 100,2020-03-10,"8,372.27"
NASDAQ 100,2020-03-11,"8,006.12"
NASDAQ 100,2020-03-12,"7,263.65"
NASDAQ 100,2020-03-13,"7,995.26"
NASDAQ 100,2020-03-16,"7,020.38"
NASDAQ 100,2020-03-17,"7,473.95"
NASDAQ 100,2020-03-18,"7,175.18"
NASDAQ 100,2020-03-19,"7,288.52"
NASDAQ 100,2020-03-20,"6,994.29"
NASDAQ 100,2020-03-23,"7,006.92"
NASDAQ 100,2020-03-24,"7,553.82"
NASDAQ 100,2020-03-25,"7,469.62"
NASDAQ 100,2020-03-26,"7,897.13"
NASDAQ 100,2020-03-27,"7,588.37"
NASDAQ 100,2020-03-30,"7,889.01"
NASDAQ 100,2020-03-31,"7,813.50"
NASDAQ 100,2020-04-01,"7,486.29"
NASDAQ 100,2020-04-02,"7,635.66"
NASDAQ 100,2020-04-03,"7,528.11"
NASDAQ 100,2020-04-06,"8,081.66"
NASDAQ 100,2020-04-07,"8,049.31"
NASDAQ 100,2020-04-08,"8,229.54"
NASDAQ 100,2020-04-09,"8,238.53"
NASDAQ 100,2020-04-13,"8,332.74"
NASDAQ 100,2020-04-14,"8,692.16"
NASDAQ 100,2020-04-15,"8,591.96"
NASDAQ 100,2020-04-16,"8,757.83"
NASDAQ 100,2020-04-17,"8,832.41"
NASDAQ 100,2020-04-20,"8,726.51"
NASDAQ 100,2020-04-21,"8,403.00"
NASDAQ 100,2020-04-22,"8,664.63"
NASDAQ 100,2020-04-23,"8,641.50"
NASDAQ 100,2020-04-24,"8,786.60"
NASDAQ 100,2020-04-27,"8,837.66"
NASDAQ 100,2020-04-28,"8,677.60"
NASDAQ 100,2020-04-29,"8,982.76"
NASDAQ 100,2020-04-30,"9,000.51"
NASDAQ 100,2020-05-01,"8,718.18"
NASDAQ 100,2020-05-04,"8,834.11"
NASDAQ 100,2020-05-05,"8,930.62"
NASDAQ 100,2020-05-06,"8,984.86"
NASDAQ 100,2020-05-07,"9,101.88"
NASDAQ 100,2020-05-08,"9,220.35"
NASDAQ 100,2020-05-11,"9,298.92"
NASDAQ 100,2020-05-12,"9,112.45"
NASDAQ 100,2020-05-13,"9,000.08"
NASDAQ 100,2020-05-14,"9,094.43"
NASDAQ 100,2020-05-15,"9,152.64"
NASDAQ 100,2020-05-18,"9,331.93"
NASDAQ 100,2020-05-19,"9,298.54"
NASDAQ 100,2020-05-20,"9,485.02"
NASDAQ 100,2020-05-21,"9,377.99"
NASDAQ 100,2020-05-22,"9,413.99"
NASDAQ 100,2020-05-26,"9,389.98"
NASDAQ 100,2020-05-27,"9,442.05"
NASDAQ 100,2020-05-28,"9,416.71"
NASDAQ 100,2020-05-29,"9,555.52"
NASDAQ 100,2020-06-01,"9,598.89"
NASDAQ 100,2020-06-02,"9,657.31"
NASDAQ 100,2020-06-03,"9,704.69"
NASDAQ 100,2020-06-04,"9,629.66"
NASDAQ 100,2020-06-05,"9,824.39"
NASDAQ Composite,2020-01-02,"9,092.19"
NASDAQ Composite,2020-01-03,"9,020.77"
NASDAQ Composite,2020-01-06,"9,071.46"
NASDAQ Composite,2020-01-07,"9,068.58"
NASDAQ Composite,2020-01-08,"9,129.24"
NASDAQ Composite,2020-01-09,"9,203.43"
NASDAQ Composite,2020-01-10,"9,178.86"
NASDAQ Composite,2020-01-13,"9,273.93"
NASDAQ Composite,2020-01-14,"9,251.33"
NASDAQ Composite,2020-01-15,"9,258.70"
NASDAQ Composite,2020-01-16,"9,357.13"
NASDAQ Composite,2020-01-17,"9,388.94"
NASDAQ Composite,2020-01-21,"9,370.81"
NASDAQ Composite,2020-01-22,"9,383.77"
NASDAQ Composite,2020-01-23,"9,402.48"
NASDAQ Composite,2020-01-24,"9,314.91"
NASDAQ Composite,2020-01-27,"9,139.31"
NASDAQ Composite,2020-01-28,"9,269.68"
NASDAQ Composite,2020-01-29,"9,275.16"
NASDAQ Composite,2020-01-30,"9,298.93"
NASDAQ Composite,2020-01-31,"9,150.94"
NASDAQ Composite,2020-02-03,"9,273.40"
NASDAQ Composite,2020-02-04,"9,467.97"
NASDAQ Composite,2020-02-05,"9,508.68"
NASDAQ Composite,2020-02-06,"9,572.15"
NASDAQ Composite,2020-02-07,"9,520.51"
NASDAQ Composite,2020-02-10,"9,628.39"
NASDAQ Composite,2020-02-11,"9,638.94"
NASDAQ Composite,2020-02-12,"9,725.96"
NASDAQ Composite,2020-02-13,"9,711.97"
NASDAQ Composite,2020-02-14,"9,731.18"
NASDAQ Composite,2020-02-18,"9,732.74"
NASDAQ Composite,2020-02-19,"9,817.18"
NASDAQ Composite,2020-02-20,"9,750.96"
NASDAQ Composite,2020-02-21,"9,576.59"
NASDAQ Composite,2020-02-24,"9,221.28"
NASDAQ Composite,2020-02-25,"8,965.61"
NASDAQ Composite,2020-02-26,"8,980.77"
NASDAQ Composite,2020-02-27,"8,566.48"
NASDAQ Composite,2020-02-28,"8,567.37"
NASDAQ Composite,2020-03-02,"8,952.16"
NASDAQ Composite,2020-03-03,"8,684.09"
NASDAQ Composite,2020-03-04,"9,018.09"
NASDAQ Composite,2020-03-05,"8,738.60"
NASDAQ Composite,2020-03-06,"8,575.62"
NASDAQ Composite,2020-03-09,"7,950.68"
NASDAQ Composite,2020-03-10,"8,344.25"
NASDAQ Composite,2020-03-11,"7,952.05"
NASDAQ Composite,2020-03-12,"7,201.80"
NASDAQ Composite,2020-03-13,"7,874.88"
NASDAQ Composite,2020-03-16,"6,904.59"
NASDAQ Composite,2020-03-17,"7,334.78"
NASDAQ Composite,2020-03-18,"6,989.84"
NASDAQ Composite,2020-03-19,"7,150.58"
NASDAQ Composite,2020-03-20,"6,879.52"
NASDAQ Composite,2020-03-23,"6,860.67"
NASDAQ Composite,2020-03-24,"7,417.86"
NASDAQ Composite,2020-03-25,"7,384.30"
NASDAQ Composite,2020-03-26,"7,797.54"
NASDAQ Composite,2020-03-27,"7,502.38"
NASDAQ Composite,2020-03-30,"7,774.15"
NASDAQ Composite,2020-03-31,"7,700.10"
NASDAQ Composite,2020-04-01,"7,360.58"
NASDAQ Composite,2020-04-02,"7,487.31"
NASDAQ Composite,2020-04-03,"7,373.08"
NASDAQ Composite,2020-04-06,"7,913.24"
NASDAQ Composite,2020-04-07,"7,887.26"
NASDAQ Composite,2020-04-08,"8,090.90"
NASDAQ Composite,2020-04-09,"8,153.58"
NASDAQ Composite,2020-04-13,"8,192.42"
NASDAQ Composite,2020-04-14,"8,515.74"
NASDAQ Composite,2020-04-15,"8,393.18"
NASDAQ Composite,2020-04-16,"8,532.36"
NASDAQ Composite,2020-04-17,"8,650.14"
NASDAQ Composite,2020-04-20,"8,560.73"
NASDAQ Composite,2020-04-21,"8,263.23"
NASDAQ Composite,2020-04-22,"8,495.38"
NASDAQ Composite,2020-04-23,"8,494.75"
NASDAQ Composite,2020-04-24,"8,634.52"
NASDAQ Composite,2020-04-27,"8,730.16"
NASDAQ Composite,2020-04-28,"8,607.73"
NASDAQ Composite,2020-04-29,"8,914.71"
NASDAQ Composite,2020-04-30,"8,889.55"
NASDAQ Composite,2020-05-01,"8,604.95"
NASDAQ Composite,2020-05-04,"8,710.71"
NASDAQ Composite,2020-05-05,"8,809.12"
NASDAQ Composite,2020-05-06,"8,854.39"
NASDAQ Composite,2020-05-07,"8,979.66"
NASDAQ Composite,2020-05-08,"9,121.32"
NASDAQ Composite,2020-05-11,"9,192.34"
NASDAQ Composite,2020-05-12,"9,002.55"
NASDAQ Composite,2020-05-13,"8,863.17"
NASDAQ Composite,2020-05-14,"8,943.72"
NASDAQ Composite,2020-05-15,"9,014.56"
NASDAQ Composite,2020-05-18,"9,234.83"
NASDAQ Composite,2020-05-19,"9,185.10"
NASDAQ Composite,2020-05-20,"9,375.78"
NASDAQ Composite,2020-05-21,"9,284.88"
NASDAQ Composite,2020-05-22,"9,324.59"
NASDAQ Composite,2020-05-26,"9,340.22"
NASDAQ Composite,2020-05-27,"9,412.36"
NASDAQ Composite,2020-05-28,"9,368.99"
NASDAQ Composite,2020-05-29,"9,489.87"
NASDAQ Composite,2020-06-01,"9,552.05"
NASDAQ Composite,2020-06-02,"9,608.37"
NASDAQ Composite,2020-06-03,"9,682.91"
NASDAQ Composite,2020-06-04,"9,615.81"
NASDAQ Composite,2020-06-05,"9,814.08"
S&P 500,2020-01-02,"3,257.85"
S&P 500,2020-01-03,"3,234.85"
S&P 500,2020-01-06,"3,246.28"
S&P 500,2020-01-07,"3,237.18"
S&P 500,2020-01-08,"3,253.05"
S&P 500,2020-01-09,"3,274.70"
S&P 500,2020-01-10,"3,265.35"
S&P 500,2020-01-13,"3,288.13"
S&P 500,2020-01-14,"3,283.15"
S&P 500,2020-01-15,"3,289.29"
S&P 500,2020-01-16,"3,316.81"
S&P 500,2020-01-17,"3,329.62"
S&P 500,2020-01-21,"3,320.79"
S&P 500,2020-01-22,"3,321.75"
S&P 500,2020-01-23,"3,325.54"
S&P 500,2020-01-24,"3,295.47"
S&P 500,2020-01-27,"3,243.63"
S&P 500,2020-01-28,"3,276.24"
S&P 500,2020-01-29,"3,273.40"
S&P 500,2020-01-30,"3,283.66"
S&P 500,2020-01-31,"3,225.52"
S&P 500,2020-02-03,"3,248.92"
S&P 500,2020-02-04,"3,297.59"
S&P 500,2020-02-05,"3,334.69"
S&P 500,2020-02-06,"3,345.78"
S&P 500,2020-02-07,"3,327.71"
S&P 500,2020-02-10,"3,352.09"
S&P 500,2020-02-11,"3,357.75"
S&P 500,2020-02-12,"3,379.45"
S&P 500,2020-02-13,"3,373.94"
S&P 500,2020-02-14,"3,380.16"
S&P 500,2020-02-18,"3,370.29"
S&P 500,2020-02-19,"3,386.15"
S&P 500,2020-02-20,"3,373.23"
S&P 500,2020-02-21,"3,337.75"
S&P 500,2020-02-24,"3,225.89"
S&P 500,2020-02-25,"3,128.21"
S&P 500,2020-02-26,"3,116.39"
S&P 500,2020-02-27,"2,978.76"
S&P 500,2020-02-28,"2,954.22"
S&P 500,2020-03-02,"3,090.23"
S&P 500,2020-03-03,"3,003.37"
S&P 500,2020-03-04,"3,130.12"
S&P 500,2020-03-05,"3,023.94"
S&P 500,2020-03-06,"2,972.37"
S&P 500,2020-03-09,"2,746.56"
S&P 500,2020-03-10,"2,882.23"
S&P 500,2020-03-11,"2,741.38"
S&P 500,2020-03-12,"2,480.64"
S&P 500,2020-03-13,"2,711.02"
S&P 500,2020-03-16,"2,386.13"
S&P 500,2020-03-17,"2,529.19"
S&P 500,2020-03-18,"2,398.10"
S&P 500,2020-03-19,"2,409.39"
S&P 500,2020-03-20,"2,304.92"
S&P 500,2020-03-23,"2,237.40"
S&P 500,2020-03-24,"2,447.33"
S&P 500,2020-03-25,"2,475.56"
S&P 500,2020-03-26,"2,630.07"
S&P 500,2020-03-27,"2,541.47"
S&P 500,2020-03-30,"2,626.65"
S&P 500,2020-03-31,"2,584.59"
S&P 500,2020-04-01,"2,470.50"
S&P 500,2020-04-02,"2,526.90"
S&P 500,2020-04-03,"2,488.65"
S&P 500,2020-04-06,"2,663.68"
S&P 500,2020-04-07,"2,659.41"
S&P 500,2020-04-08,"2,749.98"
S&P 500,2020-04-09,"2,789.82"
S&P 500,2020-04-13,"2,761.63"
S&P 500,2020-04-14,"2,846.06"
S&P 500,2020-04-15,"2,783.36"
S&P 500,2020-04-16,"2,799.55"
S&P 500,2020-04-17,"2,874.56"
S&P 500,2020-04-20,"2,823.16"
S&P 500,2020-04-21,"2,736.56"
S&P 500,2020-04-22,"2,799.31"
S&P 500,2020-04-23,"2,797.80"
S&P 500,2020-04-24,"2,836.74"
S&P 500,2020-04-27,"2,878.48"
S&P 500,2020-04-28,"2,863.39"
S&P 500,2020-04-29,"2,939.51"
S&P 500,2020-04-30,"2,912.43"
S&P 500,2020-05-01,"2,830.71"
S&P 500,2020-05-04,"2,842.74"
S&P 500,2020-05-05,"2,868.44"
S&P 500,2020-05-06,"2,848.42"
S&P 500,2020-05-07,"2,881.19"
S&P 500,2020-05-08,"2,929.80"
S&P 500,2020-05-11,"2,930.32"
S&P 500,2020-05-12,"2,870.12"
S&P 500,2020-05-13,"2,820.00"
S&P 500,2020-05-14,"2,852.50"
S&P 500,2020-05-15,"2,863.70"
S&P 500,2020-05-18,"2,953.91"
S&P 500,2020-05-19,"2,922.94"
S&P 500,2020-05-20,"2,971.61"
S&P 500,2020-05-21,"2,948.51"
S&P 500,2020-05-22,"2,955.45"
S&P 500,2020-05-26,"2,991.77"
S&P 500,2020-05-27,"3,036.13"
S&P 500,2020-05-28,"3,029.73"
S&P 500,2020-05-29,"3,044.31"
S&P 500,2020-06-01,"3,055.73"
S&P 500,2020-06-02,"3,080.82"
S&P 500,2020-06-03,"3,122.87"
S&P 500,2020-06-04,"3,112.35"
S&P 500,2020-06-05,"3,193.93"
IPC,2020-01-02,"44,437.23"
IPC,2020-01-03,"44,624.85"
IPC,2020-01-06,"44,495.30"
IPC,2020-01-07,"44,157.81"
IPC,2020-01-08,"44,470.91"
IPC,2020-01-09,"44,572.17"
IPC,2020-01-10,"44,660.33"
IPC,2020-01-13,"44,847.47"
IPC,2020-01-14,"44,773.24"
IPC,2020-01-15,"44,453.33"
IPC,2020-01-16,"45,303.08"
IPC,2020-01-17,"45,817.76"
IPC,2020-01-20,"45,902.68"
IPC,2020-01-21,"45,637.32"
IPC,2020-01-22,"45,604.44"
IPC,2020-01-23,"45,476.43"
IPC,2020-01-24,"45,141.62"
IPC,2020-01-27,"44,134.39"
IPC,2020-01-28,"44,717.94"
IPC,2020-01-29,"45,132.60"
IPC,2020-01-30,"44,862.76"
IPC,2020-01-31,"44,108.31"
IPC,2020-02-04,"45,047.07"
IPC,2020-02-05,"44,782.86"
IPC,2020-02-06,"44,493.15"
IPC,2020-02-07,"44,399.33"
IPC,2020-02-10,"44,290.53"
IPC,2020-02-11,"45,027.41"
IPC,2020-02-12,"45,338.37"
IPC,2020-02-13,"45,005.12"
IPC,2020-02-14,"44,999.68"
IPC,2020-02-17,"45,016.96"
IPC,2020-02-18,"44,974.11"
IPC,2020-02-19,"44,901.50"
IPC,2020-02-20,"44,774.54"
IPC,2020-02-21,"44,802.54"
IPC,2020-02-24,"43,818.07"
IPC,2020-02-25,"43,045.68"
IPC,2020-02-26,"42,737.28"
IPC,2020-02-27,"41,607.42"
IPC,2020-02-28,"41,324.31"
IPC,2020-03-02,"42,167.24"
IPC,2020-03-03,"42,472.25"
IPC,2020-03-04,"43,404.76"
IPC,2020-03-05,"42,344.86"
IPC,2020-03-06,"41,388.78"
IPC,2020-03-09,"38,730.56"
IPC,2020-03-10,"39,565.44"
IPC,2020-03-11,"38,678.55"
IPC,2020-03-12,"36,636.70"
IPC,2020-03-13,"38,085.05"
IPC,2020-03-17,"36,862.84"
IPC,2020-03-18,"35,532.74"
IPC,2020-03-19,"35,143.63"
IPC,2020-03-20,"34,269.51"
IPC,2020-03-23,"32,964.22"
IPC,2020-03-24,"34,371.53"
IPC,2020-03-25,"35,536.70"
IPC,2020-03-26,"35,706.57"
IPC,2020-03-27,"33,799.49"
IPC,2020-03-30,"34,199.97"
IPC,2020-03-31,"34,554.53"
IPC,2020-04-01,"33,691.88"
IPC,2020-04-02,"33,590.62"
IPC,2020-04-03,"33,075.41"
IPC,2020-04-06,"34,381.56"
IPC,2020-04-07,"34,526.31"
IPC,2020-04-08,"34,567.78"
IPC,2020-04-13,"34,613.67"
IPC,2020-04-14,"34,746.39"
IPC,2020-04-15,"33,855.24"
IPC,2020-04-16,"33,759.75"
IPC,2020-04-17,"34,743.10"
IPC,2020-04-20,"34,477.06"
IPC,2020-04-21,"33,892.28"
IPC,2020-04-22,"34,223.85"
IPC,2020-04-23,"34,240.60"
IPC,2020-04-24,"34,586.82"
IPC,2020-04-27,"34,968.09"
IPC,2020-04-28,"35,830.81"
IPC,2020-04-29,"36,870.09"
IPC,2020-04-30,"36,470.11"
IPC,2020-05-04,"36,370.43"
IPC,2020-05-05,"36,616.06"
IPC,2020-05-06,"36,986.20"
IPC,2020-05-07,"36,792.41"
IPC,2020-05-08,"37,623.68"
IPC,2020-05-11,"37,631.89"
IPC,2020-05-12,"37,462.89"
IPC,2020-05-13,"36,394.59"
IPC,2020-05-14,"36,094.14"
IPC,2020-05-15,"35,691.39"
IPC,2020-05-18,"37,112.46"
IPC,2020-05-19,"35,862.04"
IPC,2020-05-20,"36,026.98"
IPC,2020-05-21,"35,560.76"
IPC,2020-05-22,"35,784.42"
IPC,2020-05-25,"35,832.77"
IPC,2020-05-26,"36,206.86"
IPC,2020-05-27,"36,889.96"
IPC,2020-05-28,"36,508.14"
IPC,2020-05-29,"36,122.73"
IPC,2020-06-01,"36,980.85"
IPC,2020-06-02,"37,460.44"
IPC,2020-06-03,"38,290.77"
IPC,2020-06-04,"37,872.89"
S&P/TSX,2020-01-02,"17,099.95"
S&P/TSX,2020-01-03,"17,066.12"
S&P/TSX,2020-01-06,"17,105.47"
S&P/TSX,2020-01-07,"17,168.06"
S&P/TSX,2020-01-08,"17,167.82"
S&P/TSX,2020-01-09,"17,235.57"
S&P/TSX,2020-01-10,"17,234.49"
S&P/TSX,2020-01-13,"17,293.42"
S&P/TSX,2020-01-14,"17,352.90"
S&P/TSX,2020-01-15,"17,415.17"
S&P/TSX,2020-01-16,"17,484.77"
S&P/TSX,2020-01-17,"17,559.02"
S&P/TSX,2020-01-20,"17,597.39"
S&P/TSX,2020-01-21,"17,572.28"
S&P/TSX,2020-01-22,"17,599.86"
S&P/TSX,2020-01-23,"17,621.78"
S&P/TSX,2020-01-24,"17,565.34"
S&P/TSX,2020-01-27,"17,442.52"
S&P/TSX,2020-01-28,"17,500.88"
S&P/TSX,2020-01-29,"17,511.75"
S&P/TSX,2020-01-30,"17,490.56"
S&P/TSX,2020-01-31,"17,318.49"
S&P/TSX,2020-02-03,"17,379.76"
S&P/TSX,2020-02-04,"17,512.73"
S&P/TSX,2020-02-05,"17,651.59"
S&P/TSX,2020-02-06,"17,757.49"
S&P/TSX,2020-02-07,"17,655.49"
S&P/TSX,2020-02-10,"17,740.57"
S&P/TSX,2020-02-11,"17,777.11"
S&P/TSX,2020-02-12,"17,832.85"
S&P/TSX,2020-02-13,"17,821.17"
S&P/TSX,2020-02-14,"17,848.36"
S&P/TSX,2020-02-18,"17,831.67"
S&P/TSX,2020-02-19,"17,896.62"
S&P/TSX,2020-02-20,"17,895.63"
S&P/TSX,2020-02-21,"17,816.98"
S&P/TSX,2020-02-24,"17,534.50"
S&P/TSX,2020-02-25,"17,146.41"
S&P/TSX,2020-02-26,"17,014.77"
S&P/TSX,2020-02-27,"16,698.29"
S&P/TSX,2020-02-28,"16,217.77"
S&P/TSX,2020-03-02,"16,515.03"
S&P/TSX,2020-03-03,"16,383.01"
S&P/TSX,2020-03-04,"16,745.24"
S&P/TSX,2020-03-05,"16,515.59"
S&P/TSX,2020-03-06,"16,141.49"
S&P/TSX,2020-03-09,"14,514.24"
S&P/TSX,2020-03-10,"14,958.09"
S&P/TSX,2020-03-11,"14,270.09"
S&P/TSX,2020-03-12,"12,508.45"
S&P/TSX,2020-03-13,"13,716.33"
S&P/TSX,2020-03-16,"12,360.40"
S&P/TSX,2020-03-17,"12,685.21"
S&P/TSX,2020-03-18,"11,721.42"
S&P/TSX,2020-03-19,"12,170.52"
S&P/TSX,2020-03-20,"11,851.81"
S&P/TSX,2020-03-23,"11,228.49"
S&P/TSX,2020-03-24,"12,571.08"
S&P/TSX,2020-03-25,"13,139.23"
S&P/TSX,2020-03-26,"13,371.17"
S&P/TSX,2020-03-27,"12,687.74"
S&P/TSX,2020-03-30,"13,038.50"
S&P/TSX,2020-03-31,"13,378.75"
S&P/TSX,2020-04-01,"12,876.37"
S&P/TSX,2020-04-02,"13,097.84"
S&P/TSX,2020-04-03,"12,938.30"
S&P/TSX,2020-04-06,"13,592.70"
S&P/TSX,2020-04-07,"13,614.14"
S&P/TSX,2020-04-08,"13,925.71"
S&P/TSX,2020-04-09,"14,166.63"
S&P/TSX,2020-04-13,"14,075.94"
S&P/TSX,2020-04-14,"14,258.43"
S&P/TSX,2020-04-15,"13,958.58"
S&P/TSX,2020-04-16,"13,899.32"
S&P/TSX,2020-04-17,"14,359.88"
S&P/TSX,2020-04-20,"14,388.28"
S&P/TSX,2020-04-21,"13,940.06"
S&P/TSX,2020-04-22,"14,288.16"
S&P/TSX,2020-04-23,"14,251.09"
S&P/TSX,2020-04-24,"14,420.36"
S&P/TSX,2020-04-27,"14,642.11"
S&P/TSX,2020-04-28,"14,798.29"
S&P/TSX,2020-04-29,"15,228.11"
S&P/TSX,2020-04-30,"14,780.74"
S&P/TSX,2020-05-01,"14,620.34"
S&P/TSX,2020-05-04,"14,745.04"
S&P/TSX,2020-05-05,"14,811.56"
S&P/TSX,2020-05-06,"14,830.74"
S&P/TSX,2020-05-07,"14,833.69"
S&P/TSX,2020-05-08,"14,966.56"
S&P/TSX,2020-05-11,"15,103.22"
S&P/TSX,2020-05-12,"14,881.16"
S&P/TSX,2020-05-13,"14,503.21"
S&P/TSX,2020-05-14,"14,509.66"
S&P/TSX,2020-05-15,"14,638.90"
S&P/TSX,2020-05-19,"14,885.48"
S&P/TSX,2020-05-20,"14,997.63"
S&P/TSX,2020-05-21,"14,884.85"
S&P/TSX,2020-05-22,"14,913.64"
S&P/TSX,2020-05-25,"15,075.42"
S&P/TSX,2020-05-26,"15,148.12"
S&P/TSX,2020-05-27,"15,272.03"
S&P/TSX,2020-05-28,"15,262.73"
S&P/TSX,2020-05-29,"15,192.83"
S&P/TSX,2020-06-01,"15,236.21"
S&P/TSX,2020-06-02,"15,394.36"
S&P/TSX,2020-06-03,"15,575.11"
S&P/TSX,2020-06-04,"15,527.87"
VIX,2020-01-02,12.47
VIX,2020-01-03,14.02
VIX,2020-01-06,13.85
VIX,2020-01-07,13.79
VIX,2020-01-08,13.45
VIX,2020-01-09,12.54
VIX,2020-01-10,12.56
VIX,2020-01-13,12.32
VIX,2020-01-14,12.39
VIX,2020-01-15,12.42
VIX,2020-01-16,12.32
VIX,2020-01-17,12.10
VIX,2020-01-21,12.85
VIX,2020-01-22,12.91
VIX,2020-01-23,12.98
VIX,2020-01-24,14.56
VIX,2020-01-27,18.23
VIX,2020-01-28,16.28
VIX,2020-01-29,16.39
VIX,2020-01-30,15.49
VIX,2020-01-31,18.84
VIX,2020-02-03,17.97
VIX,2020-02-04,16.05
VIX,2020-02-05,15.15
VIX,2020-02-06,14.96
VIX,2020-02-07,15.47
VIX,2020-02-10,15.04
VIX,2020-02-11,15.18
VIX,2020-02-12,13.74
VIX,2020-02-13,14.15
VIX,2020-02-14,13.68
VIX,2020-02-18,14.83
VIX,2020-02-19,14.38
VIX,2020-02-20,15.56
VIX,2020-02-21,17.08
VIX,2020-02-24,25.03
VIX,2020-02-25,27.85
VIX,2020-02-26,27.56
VIX,2020-02-27,39.16
VIX,2020-02-28,40.11
VIX,2020-03-02,33.42
VIX,2020-03-03,36.82
VIX,2020-03-04,31.99
VIX,2020-03-05,39.62
VIX,2020-03-06,41.94
VIX,2020-03-09,54.46
VIX,2020-03-10,47.30
VIX,2020-03-11,53.90
VIX,2020-03-12,75.47
VIX,2020-03-13,57.83
VIX,2020-03-16,82.69
VIX,2020-03-17,75.91
VIX,2020-03-18,76.45
VIX,2020-03-19,72.00
VIX,2020-03-20,66.04
VIX,2020-03-23,61.59
VIX,2020-03-24,61.67
VIX,2020-03-25,63.95
VIX,2020-03-26,61.00
VIX,2020-03-27,65.54
VIX,2020-03-30,57.08
VIX,2020-03-31,53.54
VIX,2020-04-01,57.06
VIX,2020-04-02,50.91
VIX,2020-04-03,46.80
VIX,2020-04-06,45.24
VIX,2020-04-07,46.70
VIX,2020-04-08,43.35
VIX,2020-04-09,41.67
VIX,2020-04-13,41.17
VIX,2020-04-14,37.76
VIX,2020-04-15,40.84
VIX,2020-04-16,40.11
VIX,2020-04-17,38.15
VIX,2020-04-20,43.83
VIX,2020-04-21,45.41
VIX,2020-04-22,41.98
VIX,2020-04-23,41.38
VIX,2020-04-24,35.93
VIX,2020-04-27,33.29
VIX,2020-04-28,33.57
VIX,2020-04-29,31.23
VIX,2020-04-30,34.15
VIX,2020-05-01,37.19
VIX,2020-05-04,35.97
VIX,2020-05-05,33.61
VIX,2020-05-06,34.12
VIX,2020-05-07,31.44
VIX,2020-05-08,27.98
VIX,2020-05-11,27.57
VIX,2020-05-12,33.04
VIX,2020-05-13,35.28
VIX,2020-05-14,32.61
VIX,2020-05-15,31.89
VIX,2020-05-18,29.30
VIX,2020-05-19,30.53
VIX,2020-05-20,27.99
VIX,2020-05-21,29.53
VIX,2020-05-22,28.16
VIX,2020-05-26,28.01
VIX,2020-05-27,27.62
VIX,2020-05-28,28.59
VIX,2020-05-29,27.51
VIX,2020-06-01,28.23
VIX,2020-06-02,26.84
VIX,2020-06-03,25.66
VIX,2020-06-04,25.81
VIX,2020-06-05,24.52
U.S. Dollar Index,2020-01-02,96.80
U.S. Dollar Index,2020-01-03,96.90
U.S. Dollar Index,2020-01-05,96.83
U.S. Dollar Index,2020-01-06,96.62
U.S. Dollar Index,2020-01-07,96.97
U.S. Dollar Index,2020-01-08,97.31
U.S. Dollar Index,2020-01-09,97.42
U.S. Dollar Index,2020-01-10,97.35
U.S. Dollar Index,2020-01-12,97.41
U.S. Dollar Index,2020-01-13,97.38
U.S. Dollar Index,2020-01-14,97.39
U.S. Dollar Index,2020-01-15,97.21
U.S. Dollar Index,2020-01-16,97.30
U.S. Dollar Index,2020-01-17,97.64
U.S. Dollar Index,2020-01-19,97.63
U.S. Dollar Index,2020-01-20,97.61
U.S. Dollar Index,2020-01-21,97.61
U.S. Dollar Index,2020-01-22,97.50
U.S. Dollar Index,2020-01-23,97.69
U.S. Dollar Index,2020-01-24,97.88
U.S. Dollar Index,2020-01-26,97.83
U.S. Dollar Index,2020-01-27,97.94
U.S. Dollar Index,2020-01-28,97.97
U.S. Dollar Index,2020-01-29,98.06
U.S. Dollar Index,2020-01-30,97.86
U.S. Dollar Index,2020-01-31,97.36
U.S. Dollar Index,2020-02-02,97.43
U.S. Dollar Index,2020-02-03,97.81
U.S. Dollar Index,2020-02-04,97.93
U.S. Dollar Index,2020-02-05,98.26
U.S. Dollar Index,2020-02-06,98.48
U.S. Dollar Index,2020-02-07,98.70
U.S. Dollar Index,2020-02-09,98.66
U.S. Dollar Index,2020-02-10,98.86
U.S. Dollar Index,2020-02-11,98.75
U.S. Dollar Index,2020-02-12,99.02
U.S. Dollar Index,2020-02-13,99.10
U.S. Dollar Index,2020-02-14,99.16
U.S. Dollar Index,2020-02-16,99.10
U.S. Dollar Index,2020-02-17,99.15
U.S. Dollar Index,2020-02-18,99.45
U.S. Dollar Index,2020-02-19,99.59
U.S. Dollar Index,2020-02-20,99.88
U.S. Dollar Index,2020-02-21,99.34
U.S. Dollar Index,2020-02-23,99.43
U.S. Dollar Index,2020-02-24,99.29
U.S. Dollar Index,2020-02-25,99.00
U.S. Dollar Index,2020-02-26,99.15
U.S. Dollar Index,2020-02-27,98.39
